Date;Taux_3M;Taux_2Y;Taux_10Y;CPI;Breakeven_5Y;Nonfarm_Payrolls;Ind_Production;UMich_Sentiment;Slope_10Y_3M;Slope_10Y_2Y;Real_Rate_10Y;Inflation_Delta_12M;VIX;NFCI;Stress_Financier
10/06/2015;0.02;;;;1.66;;;;;;;;13.220000267028809;;
11/06/2015;0.01;;;;1.63;;;;;;;;12.850000381469727;;
12/06/2015;0.02;;;;1.64;;;;;;;;13.779999732971191;-0.54001;-0.2755
15/06/2015;0.02;;;;1.64;;;;;;;;15.390000343322754;;
16/06/2015;0.01;;;;1.67;;;;;;;;14.8100004196167;;
17/06/2015;0.01;;;;1.69;;;;;;;;14.5;;
18/06/2015;0.01;;;;1.67;;;;;;;;13.1899995803833;;
19/06/2015;0.01;;;;1.63;;;;;;;;13.960000038146973;-0.53556;-0.2111
22/06/2015;0.01;;;;1.65;;;;;;;;12.739999771118164;;
23/06/2015;0.01;;;;1.67;;;;;;;;12.109999656677246;;
24/06/2015;0.01;;;;1.64;;;;;;;;13.260000228881836;;
25/06/2015;0.01;;;;1.63;;;;;;;;14.010000228881836;;
26/06/2015;0.01;;;;1.66;;;;;;;;14.020000457763672;-0.53085;-0.3789
29/06/2015;0.02;;;;1.59;;;;;;;;18.850000381469727;;
30/06/2015;0.01;;;;1.61;;;;;;;;18.229999542236328;;
01/07/2015;0.01;0.67;2.32;238.034;1.6;141991.0;101.0893;93.1;2.31;1.65;-235.714;;16.09000015258789;;
02/07/2015;0.01;;;;1.62;;;;;;;;16.790000915527344;;
03/07/2015;;;;;;;;;;;;;;-0.52492;0.0274
06/07/2015;0.02;;;;1.57;;;;;;;;17.010000228881836;;
07/07/2015;0.02;;;;1.57;;;;;;;;16.09000015258789;;
08/07/2015;0.02;;;;1.54;;;;;;;;19.65999984741211;;
09/07/2015;0.03;;;;1.56;;;;;;;;19.969999313354492;;
10/07/2015;0.01;;;;1.58;;;;;;;;16.829999923706055;-0.52211;-0.0677
13/07/2015;0.02;;;;1.56;;;;;;;;13.899999618530273;;
14/07/2015;0.01;;;;1.55;;;;;;;;13.369999885559082;;
15/07/2015;0.02;;;;1.53;;;;;;;;13.229999542236328;;
16/07/2015;0.02;;;;1.52;;;;;;;;12.109999656677246;;
17/07/2015;0.03;;;;1.5;;;;;;;;11.949999809265137;-0.5207;-0.4132
20/07/2015;0.04;;;;1.49;;;;;;;;12.25;;
21/07/2015;0.03;;;;1.49;;;;;;;;12.220000267028809;;
22/07/2015;0.04;;;;1.48;;;;;;;;12.119999885559082;;
23/07/2015;0.03;;;;1.45;;;;;;;;12.640000343322754;;
24/07/2015;0.04;;;;1.4;;;;;;;;13.739999771118164;-0.51583;-0.2445
27/07/2015;0.05;;;;1.35;;;;;;;;15.600000381469727;;
28/07/2015;0.05;;;;1.38;;;;;;;;13.4399995803833;;
29/07/2015;0.06;;;;1.4;;;;;;;;12.5;;
30/07/2015;0.07;;;;1.4;;;;;;;;12.130000114440918;;
31/07/2015;0.08;;;;1.36;;;;;;;;12.119999885559082;-0.50435;-0.1543
03/08/2015;0.08;;;;1.31;;;;;;;;12.5600004196167;;
04/08/2015;0.08;;;;1.31;;;;;;;;13.0;;
05/08/2015;0.08;;;;1.31;;;;;;;;12.510000228881836;;
06/08/2015;0.04;;;;1.31;;;;;;;;13.770000457763672;;
07/08/2015;0.06;;;;1.28;;;;;;;;13.390000343322754;-0.48587;-0.2051
10/08/2015;0.12;;;;1.3;;;;;;;;12.229999542236328;;
11/08/2015;0.1;;;;1.27;;;;;;;;13.710000038146973;;
12/08/2015;0.1;;;;1.27;;;;;;;;13.609999656677246;;
13/08/2015;0.1;;;;1.24;;;;;;;;13.489999771118164;;
14/08/2015;0.09;;;;1.25;;;;;;;;12.829999923706055;-0.46195;-0.1145
17/08/2015;0.1;;;;1.22;;;;;;;;13.020000457763672;;
18/08/2015;0.07;;;;1.21;;;;;;;;13.789999961853027;;
19/08/2015;0.05;;;;1.17;;;;;;;;15.25;;
20/08/2015;0.02;;;;1.17;;;;;;;;19.139999389648438;;
21/08/2015;0.03;;;;1.13;;;;;;;;28.030000686645508;-0.43539;0.12
24/08/2015;0.06;;;;1.11;;;;;;;;40.7400016784668;;
25/08/2015;0.07;;;;1.15;;;;;;;;36.02000045776367;;
26/08/2015;0.06;;;;1.13;;;;;;;;30.31999969482422;;
27/08/2015;0.06;;;;1.2;;;;;;;;26.100000381469727;;
28/08/2015;0.06;;;;1.22;;;;;;;;26.049999237060547;-0.41174;0.5989
31/08/2015;0.08;;;;1.26;;;;;;;;28.43000030517578;;
01/09/2015;0.03;0.71;2.17;237.498;1.18;142275.0;100.633;87.2;2.14;1.46;-235.328;;31.399999618530273;;
02/09/2015;0.03;;;;1.19;;;;;;;;26.09000015258789;;
03/09/2015;0.02;;;;1.16;;;;;;;;25.610000610351562;;
04/09/2015;0.02;;;;1.14;;;;;;;;27.799999237060547;-0.39812;0.2136
08/09/2015;0.06;;;;1.15;;;;;;;;24.899999618530273;;
09/09/2015;0.03;;;;1.15;;;;;;;;26.229999542236328;;
10/09/2015;0.02;;;;1.21;;;;;;;;24.3700008392334;;
11/09/2015;0.04;;;;1.21;;;;;;;;23.200000762939453;-0.39406;0.1111
14/09/2015;0.07;;;;1.19;;;;;;;;24.25;;
15/09/2015;0.07;;;;1.2;;;;;;;;22.540000915527344;;
16/09/2015;0.06;;;;1.21;;;;;;;;21.350000381469727;;
17/09/2015;0.01;;;;1.24;;;;;;;;21.139999389648438;;
18/09/2015;-0.01;;;;1.19;;;;;;;;22.280000686645508;-0.39819;0.1236
21/09/2015;0.01;;;;1.19;;;;;;;;20.139999389648438;;
22/09/2015;-0.01;;;;1.15;;;;;;;;22.440000534057617;;
23/09/2015;0.01;;;;1.16;;;;;;;;22.1299991607666;;
24/09/2015;0.01;;;;1.11;;;;;;;;23.469999313354492;;
25/09/2015;-0.01;;;;1.11;;;;;;;;23.6200008392334;-0.40887;0.357
28/09/2015;0.01;;;;1.02;;;;;;;;27.6299991607666;;
29/09/2015;0.01;;;;1.03;;;;;;;;26.829999923706055;;
30/09/2015;-0.01;;;;1.07;;;;;;;;24.5;;
01/10/2015;-0.02;0.64;2.07;237.733;1.13;142579.0;100.1563;90.0;2.09;1.4299999999999997;-235.663;;22.549999237060547;;
02/10/2015;0.0;;;;1.15;;;;;;;;20.940000534057617;-0.4224;0.6451
05/10/2015;0.01;;;;1.18;;;;;;;;19.540000915527344;;
06/10/2015;0.0;;;;1.22;;;;;;;;19.399999618530273;;
07/10/2015;0.0;;;;1.22;;;;;;;;18.399999618530273;;
08/10/2015;-0.01;;;;1.26;;;;;;;;17.420000076293945;;
09/10/2015;0.01;;;;1.22;;;;;;;;17.079999923706055;-0.44055;-0.0122
12/10/2015;;;;;;;;;;;;;16.170000076293945;;
13/10/2015;0.01;;;;1.18;;;;;;;;17.670000076293945;;
14/10/2015;0.0;;;;1.15;;;;;;;;18.030000686645508;;
15/10/2015;0.01;;;;1.18;;;;;;;;16.049999237060547;;
16/10/2015;0.01;;;;1.18;;;;;;;;15.050000190734863;-0.45637;0.0676
19/10/2015;0.02;;;;1.13;;;;;;;;14.979999542236328;;
20/10/2015;0.02;;;;1.16;;;;;;;;15.75;;
21/10/2015;0.01;;;;1.13;;;;;;;;16.700000762939453;;
22/10/2015;0.0;;;;1.14;;;;;;;;14.449999809265137;;
23/10/2015;0.01;;;;1.19;;;;;;;;14.460000038146973;-0.47085;-0.0591
26/10/2015;0.02;;;;1.16;;;;;;;;15.289999961853027;;
27/10/2015;0.03;;;;1.15;;;;;;;;15.430000305175781;;
28/10/2015;0.04;;;;1.14;;;;;;;;14.329999923706055;;
29/10/2015;0.07;;;;1.19;;;;;;;;14.609999656677246;;
30/10/2015;0.08;;;;1.2;;;;;;;;15.069999694824219;-0.48244;-0.1071
02/11/2015;0.08;;;;1.23;;;;;;;;14.149999618530273;;
03/11/2015;0.06;;;;1.27;;;;;;;;14.539999961853027;;
04/11/2015;0.05;;;;1.26;;;;;;;;15.510000228881836;;
05/11/2015;0.05;;;;1.23;;;;;;;;15.050000190734863;;
06/11/2015;0.08;;;;1.25;;;;;;;;14.329999923706055;-0.48888;-0.175
09/11/2015;0.14;;;;1.28;;;;;;;;16.520000457763672;;
10/11/2015;0.13;;;;1.25;;;;;;;;15.289999961853027;;
11/11/2015;;;;;;;;;;;;;16.059999465942383;;
12/11/2015;0.14;;;;1.24;;;;;;;;18.3700008392334;;
13/11/2015;0.13;;;;1.21;;;;;;;;20.079999923706055;-0.48668;0.033
16/11/2015;0.15;;;;1.2;;;;;;;;18.15999984741211;;
17/11/2015;0.14;;;;1.23;;;;;;;;18.84000015258789;;
18/11/2015;0.12;;;;1.25;;;;;;;;16.850000381469727;;
19/11/2015;0.11;;;;1.27;;;;;;;;16.989999771118164;;
20/11/2015;0.11;;;;1.31;;;;;;;;15.470000267028809;-0.47663;0.0184
23/11/2015;0.14;;;;1.33;;;;;;;;15.619999885559082;;
24/11/2015;0.16;;;;1.33;;;;;;;;15.930000305175781;;
25/11/2015;0.19;;;;1.31;;;;;;;;15.1899995803833;;
27/11/2015;0.17;;;;1.31;;;;;;;;15.119999885559082;-0.46002;-0.0431
30/11/2015;0.22;;;;1.3;;;;;;;;16.1299991607666;;
01/12/2015;0.21;0.98;2.24;237.761;1.29;143077.0;98.9471;92.6;2.0300000000000002;1.2600000000000002;-235.521;;14.670000076293945;;
02/12/2015;0.21;;;;1.27;;;;;;;;15.90999984741211;;
03/12/2015;0.21;;;;1.33;;;;;;;;18.110000610351562;;
04/12/2015;0.22;;;;1.3;;;;;;;;14.8100004196167;-0.43722;0.0155
07/12/2015;0.29;;;;1.25;;;;;;;;15.84000015258789;;
08/12/2015;0.27;;;;1.25;;;;;;;;17.600000381469727;;
09/12/2015;0.26;;;;1.21;;;;;;;;19.610000610351562;;
10/12/2015;0.24;;;;1.2;;;;;;;;19.34000015258789;;
11/12/2015;0.22;;;;1.17;;;;;;;;24.389999389648438;-0.4114;0.3394
14/12/2015;0.26;;;;1.17;;;;;;;;22.729999542236328;;
15/12/2015;0.25;;;;1.22;;;;;;;;20.950000762939453;;
16/12/2015;0.27;;;;1.2;;;;;;;;17.860000610351562;;
17/12/2015;0.23;;;;1.21;;;;;;;;18.940000534057617;;
18/12/2015;0.19;;;;1.21;;;;;;;;20.700000762939453;-0.38718;0.4207
21/12/2015;0.24;;;;1.19;;;;;;;;18.700000762939453;;
22/12/2015;0.21;;;;1.19;;;;;;;;16.600000381469727;;
23/12/2015;0.2;;;;1.25;;;;;;;;15.569999694824219;;
24/12/2015;0.2;;;;1.23;;;;;;;;15.739999771118164;;
25/12/2015;;;;;;;;;;;;;;-0.36639;0.2683
28/12/2015;0.23;;;;1.24;;;;;;;;16.90999984741211;;
29/12/2015;0.23;;;;1.28;;;;;;;;16.079999923706055;;
30/12/2015;0.21;;;;1.28;;;;;;;;17.290000915527344;;
31/12/2015;0.16;;;;1.31;;;;;;;;18.209999084472656;;
01/01/2016;;0.9;2.09;237.652;;143210.0;99.4391;92.0;;1.19;-235.56199999999998;;;-0.3498;0.2036
04/01/2016;0.22;;;;1.31;;;;;;;;20.700000762939453;;
05/01/2016;0.2;;;;1.31;;;;;;;;19.34000015258789;;
06/01/2016;0.21;;;;1.26;;;;;;;;20.59000015258789;;
07/01/2016;0.2;;;;1.25;;;;;;;;24.989999771118164;;
08/01/2016;0.2;;;;1.23;;;;;;;;27.010000228881836;-0.33581;0.6145
11/01/2016;0.21;;;;1.19;;;;;;;;24.299999237060547;;
12/01/2016;0.21;;;;1.19;;;;;;;;22.469999313354492;;
13/01/2016;0.22;;;;1.18;;;;;;;;25.219999313354492;;
14/01/2016;0.25;;;;1.2;;;;;;;;23.950000762939453;;
15/01/2016;0.23;;;;1.12;;;;;;;;27.020000457763672;-0.32223;0.7747
19/01/2016;0.26;;;;1.16;;;;;;;;26.049999237060547;;
20/01/2016;0.26;;;;1.1;;;;;;;;27.59000015258789;;
21/01/2016;0.28;;;;1.08;;;;;;;;26.690000534057617;;
22/01/2016;0.3;;;;1.15;;;;;;;;22.34000015258789;-0.31069;0.8665
25/01/2016;0.31;;;;1.15;;;;;;;;24.149999618530273;;
26/01/2016;0.31;;;;1.17;;;;;;;;22.5;;
27/01/2016;0.32;;;;1.18;;;;;;;;23.110000610351562;;
28/01/2016;0.34;;;;1.2;;;;;;;;22.420000076293945;;
29/01/2016;0.32;;;;1.19;;;;;;;;20.200000762939453;-0.30153;0.38
01/02/2016;0.35;0.73;1.78;237.336;1.2;143407.0;98.9232;91.7;1.4300000000000002;1.05;-235.556;;19.979999542236328;;
02/02/2016;0.34;;;;1.14;;;;;;;;21.979999542236328;;
03/02/2016;0.33;;;;1.16;;;;;;;;21.649999618530273;;
04/02/2016;0.29;;;;1.13;;;;;;;;21.84000015258789;;
05/02/2016;0.29;;;;1.07;;;;;;;;23.3799991607666;-0.296;0.5843
08/02/2016;0.32;;;;0.97;;;;;;;;26.0;;
09/02/2016;0.3;;;;0.93;;;;;;;;26.540000915527344;;
10/02/2016;0.31;;;;0.95;;;;;;;;26.290000915527344;;
11/02/2016;0.28;;;;0.94;;;;;;;;28.139999389648438;;
12/02/2016;0.29;;;;1.03;;;;;;;;25.399999618530273;-0.29687;1.1291
16/02/2016;0.3;;;;1.03;;;;;;;;24.110000610351562;;
17/02/2016;0.3;;;;1.04;;;;;;;;22.309999465942383;;
18/02/2016;0.3;;;;1.02;;;;;;;;21.639999389648438;;
19/02/2016;0.3;;;;1.06;;;;;;;;20.530000686645508;-0.30914;0.4052
22/02/2016;0.33;;;;1.11;;;;;;;;19.3799991607666;;
23/02/2016;0.32;;;;1.13;;;;;;;;20.979999542236328;;
24/02/2016;0.33;;;;1.15;;;;;;;;20.719999313354492;;
25/02/2016;0.32;;;;1.18;;;;;;;;19.110000610351562;;
26/02/2016;0.32;;;;1.2;;;;;;;;19.809999465942383;-0.32767;0.3907
29/02/2016;0.33;;;;1.23;;;;;;;;20.549999237060547;;
01/03/2016;0.33;0.88;1.89;238.08;1.29;143662.0;98.1635;91.0;1.5599999999999998;1.0099999999999998;-236.19000000000003;;17.700000762939453;;
02/03/2016;0.35;;;;1.34;;;;;;;;17.09000015258789;;
03/03/2016;0.27;;;;1.36;;;;;;;;16.700000762939453;;
04/03/2016;0.28;;;;1.36;;;;;;;;16.860000610351562;-0.34948;0.0747
07/03/2016;0.32;;;;1.36;;;;;;;;17.350000381469727;;
08/03/2016;0.29;;;;1.33;;;;;;;;18.670000076293945;;
09/03/2016;0.3;;;;1.37;;;;;;;;18.34000015258789;;
10/03/2016;0.31;;;;1.35;;;;;;;;18.049999237060547;;
11/03/2016;0.32;;;;1.41;;;;;;;;16.5;-0.36958;0.1215
14/03/2016;0.34;;;;1.38;;;;;;;;16.920000076293945;;
15/03/2016;0.34;;;;1.35;;;;;;;;16.84000015258789;;
16/03/2016;0.31;;;;1.45;;;;;;;;14.989999771118164;;
17/03/2016;0.29;;;;1.46;;;;;;;;14.4399995803833;;
18/03/2016;0.29;;;;1.47;;;;;;;;14.020000457763672;-0.38513;0.02
21/03/2016;0.31;;;;1.5;;;;;;;;13.789999961853027;;
22/03/2016;0.3;;;;1.48;;;;;;;;14.170000076293945;;
23/03/2016;0.3;;;;1.44;;;;;;;;14.9399995803833;;
24/03/2016;0.29;;;;1.42;;;;;;;;14.739999771118164;;
25/03/2016;;;;;;;;;;;;;;-0.39356;0.0378
28/03/2016;0.29;;;;1.4;;;;;;;;15.239999771118164;;
29/03/2016;0.23;;;;1.47;;;;;;;;13.819999694824219;;
30/03/2016;0.2;;;;1.52;;;;;;;;13.5600004196167;;
31/03/2016;0.21;;;;1.49;;;;;;;;13.949999809265137;;
01/04/2016;0.23;0.77;1.81;238.992;1.49;143855.0;98.4775;89.0;1.58;1.04;-237.182;;13.100000381469727;-0.39652;0.3019
04/04/2016;0.23;;;;1.48;;;;;;;;14.119999885559082;;
05/04/2016;0.23;;;;1.43;;;;;;;;15.420000076293945;;
06/04/2016;0.23;;;;1.43;;;;;;;;14.09000015258789;;
07/04/2016;0.23;;;;1.41;;;;;;;;16.15999984741211;;
08/04/2016;0.23;;;;1.43;;;;;;;;15.359999656677246;-0.39611;0.2425
11/04/2016;0.23;;;;1.41;;;;;;;;16.260000228881836;;
12/04/2016;0.22;;;;1.39;;;;;;;;14.850000381469727;;
13/04/2016;0.23;;;;1.43;;;;;;;;13.84000015258789;;
14/04/2016;0.22;;;;1.42;;;;;;;;13.720000267028809;;
15/04/2016;0.22;;;;1.42;;;;;;;;13.619999885559082;-0.39579;-0.0158
18/04/2016;0.22;;;;1.41;;;;;;;;13.350000381469727;;
19/04/2016;0.21;;;;1.46;;;;;;;;13.239999771118164;;
20/04/2016;0.23;;;;1.49;;;;;;;;13.279999732971191;;
21/04/2016;0.23;;;;1.56;;;;;;;;13.949999809265137;;
22/04/2016;0.23;;;;1.56;;;;;;;;13.220000267028809;-0.39637;-0.1336
25/04/2016;0.25;;;;1.56;;;;;;;;14.079999923706055;;
26/04/2016;0.24;;;;1.56;;;;;;;;13.960000038146973;;
27/04/2016;0.24;;;;1.57;;;;;;;;13.770000457763672;;
28/04/2016;0.22;;;;1.61;;;;;;;;15.220000267028809;;
29/04/2016;0.22;;;;1.6;;;;;;;;15.699999809265137;-0.39688;-0.0317
02/05/2016;0.22;;;;1.58;;;;;;;;14.680000305175781;;
03/05/2016;0.21;;;;1.54;;;;;;;;15.600000381469727;;
04/05/2016;0.19;;;;1.52;;;;;;;;16.049999237060547;;
05/05/2016;0.2;;;;1.52;;;;;;;;15.90999984741211;;
06/05/2016;0.19;;;;1.51;;;;;;;;14.720000267028809;-0.3971;0.1999
09/05/2016;0.24;;;;1.5;;;;;;;;14.569999694824219;;
10/05/2016;0.24;;;;1.53;;;;;;;;13.630000114440918;;
11/05/2016;0.26;;;;1.53;;;;;;;;14.6899995803833;;
12/05/2016;0.27;;;;1.53;;;;;;;;14.40999984741211;;
13/05/2016;0.28;;;;1.52;;;;;;;;15.039999961853027;-0.3974;0.0733
16/05/2016;0.28;;;;1.53;;;;;;;;14.680000305175781;;
17/05/2016;0.28;;;;1.56;;;;;;;;15.569999694824219;;
18/05/2016;0.3;;;;1.54;;;;;;;;15.949999809265137;;
19/05/2016;0.3;;;;1.51;;;;;;;;16.329999923706055;;
20/05/2016;0.32;;;;1.51;;;;;;;;15.199999809265137;-0.39587;-0.0448
23/05/2016;0.35;;;;1.49;;;;;;;;15.819999694824219;;
24/05/2016;0.35;;;;1.51;;;;;;;;14.420000076293945;;
25/05/2016;0.33;;;;1.51;;;;;;;;13.899999618530273;;
26/05/2016;0.3;;;;1.51;;;;;;;;13.430000305175781;;
27/05/2016;0.31;;;;1.51;;;;;;;;13.119999885559082;-0.39151;-0.1038
31/05/2016;0.34;;;;1.47;;;;;;;;14.1899995803833;;
01/06/2016;0.3;0.73;1.64;240.222;1.47;144146.0;98.7315;93.5;1.3399999999999999;0.9099999999999999;-238.58200000000002;;14.199999809265137;;
02/06/2016;0.28;;;;1.48;;;;;;;;13.630000114440918;;
03/06/2016;0.29;;;;1.45;;;;;;;;13.470000267028809;-0.38431;0.0322
06/06/2016;0.28;;;;1.49;;;;;;;;13.649999618530273;;
07/06/2016;0.28;;;;1.51;;;;;;;;14.050000190734863;;
08/06/2016;0.24;;;;1.54;;;;;;;;14.079999923706055;;
09/06/2016;0.25;;;;1.53;;;;;;;;14.640000343322754;;
10/06/2016;0.25;;;;1.49;;;;;;;;17.030000686645508;-0.37539;0.0567
13/06/2016;0.27;;;;1.45;;;;;;;;20.969999313354492;;
14/06/2016;0.27;;;;1.45;;;;;;;;20.5;;
15/06/2016;0.26;;;;1.47;;;;;;;;20.139999389648438;;
16/06/2016;0.27;;;;1.42;;;;;;;;19.3700008392334;;
17/06/2016;0.26;;;;1.43;;;;;;;;19.40999984741211;-0.36481;0.4669
20/06/2016;0.28;;;;1.43;;;;;;;;18.3700008392334;;
21/06/2016;0.27;;;;1.41;;;;;;;;18.479999542236328;;
22/06/2016;0.27;;;;1.41;;;;;;;;21.170000076293945;;
23/06/2016;0.3;;;;1.47;;;;;;;;17.25;;
24/06/2016;0.26;;;;1.36;;;;;;;;25.760000228881836;-0.35614;0.1301
27/06/2016;0.27;;;;1.27;;;;;;;;23.850000381469727;;
28/06/2016;0.26;;;;1.32;;;;;;;;18.75;;
29/06/2016;0.26;;;;1.36;;;;;;;;16.639999389648438;;
30/06/2016;0.26;;;;1.38;;;;;;;;15.630000114440918;;
01/07/2016;0.27;0.67;1.5;240.101;1.43;144520.0;98.8452;90.0;1.23;0.83;-238.601;;14.770000457763672;-0.34977;0.4883
05/07/2016;0.28;;;;1.39;;;;;;;;15.579999923706055;;
06/07/2016;0.27;;;;1.41;;;;;;;;14.960000038146973;;
07/07/2016;0.29;;;;1.41;;;;;;;;14.760000228881836;;
08/07/2016;0.27;;;;1.39;;;;;;;;13.199999809265137;-0.34829;0.0883
11/07/2016;0.31;;;;1.41;;;;;;;;13.539999961853027;;
12/07/2016;0.29;;;;1.46;;;;;;;;13.550000190734863;;
13/07/2016;0.31;;;;1.43;;;;;;;;13.039999961853027;;
14/07/2016;0.31;;;;1.44;;;;;;;;12.819999694824219;;
15/07/2016;0.31;;;;1.44;;;;;;;;12.670000076293945;-0.35088;-0.2554
18/07/2016;0.32;;;;1.41;;;;;;;;12.4399995803833;;
19/07/2016;0.31;;;;1.39;;;;;;;;11.970000267028809;;
20/07/2016;0.32;;;;1.4;;;;;;;;11.770000457763672;;
21/07/2016;0.31;;;;1.38;;;;;;;;12.739999771118164;;
22/07/2016;0.32;;;;1.36;;;;;;;;12.020000457763672;-0.35443;-0.0422
25/07/2016;0.32;;;;1.34;;;;;;;;12.869999885559082;;
26/07/2016;0.31;;;;1.33;;;;;;;;13.050000190734863;;
27/07/2016;0.31;;;;1.31;;;;;;;;12.829999923706055;;
28/07/2016;0.25;;;;1.33;;;;;;;;12.720000267028809;;
29/07/2016;0.27;;;;1.31;;;;;;;;11.869999885559082;-0.35883;0.12
01/08/2016;0.29;0.74;1.56;240.545;1.27;144662.0;98.7427;89.8;1.27;0.8200000000000001;-238.98499999999999;;12.4399995803833;;
02/08/2016;0.29;;;;1.25;;;;;;;;13.369999885559082;;
03/08/2016;0.28;;;;1.28;;;;;;;;12.859999656677246;;
04/08/2016;0.26;;;;1.3;;;;;;;;12.420000076293945;;
05/08/2016;0.27;;;;1.33;;;;;;;;11.390000343322754;-0.36109;0.2402
08/08/2016;0.31;;;;1.34;;;;;;;;11.5;;
09/08/2016;0.29;;;;1.3;;;;;;;;11.65999984741211;;
10/08/2016;0.28;;;;1.27;;;;;;;;12.050000190734863;;
11/08/2016;0.28;;;;1.32;;;;;;;;11.680000305175781;;
12/08/2016;0.28;;;;1.29;;;;;;;;11.550000190734863;-0.36046;0.0646
15/08/2016;0.31;;;;1.3;;;;;;;;11.8100004196167;;
16/08/2016;0.27;;;;1.28;;;;;;;;12.640000343322754;;
17/08/2016;0.3;;;;1.31;;;;;;;;12.1899995803833;;
18/08/2016;0.29;;;;1.32;;;;;;;;11.430000305175781;;
19/08/2016;0.29;;;;1.34;;;;;;;;11.34000015258789;-0.35594;0.0465
22/08/2016;0.29;;;;1.34;;;;;;;;12.270000457763672;;
23/08/2016;0.3;;;;1.34;;;;;;;;12.380000114440918;;
24/08/2016;0.31;;;;1.32;;;;;;;;13.449999809265137;;
25/08/2016;0.33;;;;1.33;;;;;;;;13.630000114440918;;
26/08/2016;0.33;;;;1.31;;;;;;;;13.649999618530273;-0.34811;0.1385
29/08/2016;0.33;;;;1.29;;;;;;;;12.9399995803833;;
30/08/2016;0.33;;;;1.28;;;;;;;;13.119999885559082;;
31/08/2016;0.33;;;;1.27;;;;;;;;13.420000076293945;;
01/09/2016;0.33;0.77;1.63;241.176;1.24;144967.0;98.6552;91.2;1.2999999999999998;0.8599999999999999;-239.546;;13.479999542236328;;
02/09/2016;0.32;;;;1.28;;;;;;;;11.979999542236328;-0.3381;0.1521
06/09/2016;0.32;;;;1.29;;;;;;;;12.020000457763672;;
07/09/2016;0.34;;;;1.3;;;;;;;;11.9399995803833;;
08/09/2016;0.34;;;;1.34;;;;;;;;12.510000228881836;;
09/09/2016;0.34;;;;1.32;;;;;;;;17.5;-0.32958;0.1581
12/09/2016;0.37;;;;1.33;;;;;;;;15.15999984741211;;
13/09/2016;0.36;;;;1.31;;;;;;;;17.850000381469727;;
14/09/2016;0.33;;;;1.3;;;;;;;;18.139999389648438;;
15/09/2016;0.29;;;;1.31;;;;;;;;16.299999237060547;;
16/09/2016;0.29;;;;1.34;;;;;;;;15.369999885559082;-0.32383;0.3517
19/09/2016;0.3;;;;1.35;;;;;;;;15.529999732971191;;
20/09/2016;0.3;;;;1.33;;;;;;;;15.920000076293945;;
21/09/2016;0.22;;;;1.37;;;;;;;;13.300000190734863;;
22/09/2016;0.18;;;;1.4;;;;;;;;12.020000457763672;;
23/09/2016;0.18;;;;1.42;;;;;;;;12.289999961853027;-0.32282;0.2212
26/09/2016;0.25;;;;1.4;;;;;;;;14.5;;
27/09/2016;0.26;;;;1.38;;;;;;;;13.100000381469727;;
28/09/2016;0.27;;;;1.44;;;;;;;;12.390000343322754;;
29/09/2016;0.26;;;;1.44;;;;;;;;14.020000457763672;;
30/09/2016;0.28;;;;1.45;;;;;;;;13.289999961853027;-0.32731;0.1871
03/10/2016;0.32;;;;1.47;;;;;;;;13.569999694824219;;
04/10/2016;0.33;;;;1.45;;;;;;;;13.630000114440918;;
05/10/2016;0.32;;;;1.48;;;;;;;;12.989999771118164;;
06/10/2016;0.32;;;;1.49;;;;;;;;12.84000015258789;;
07/10/2016;0.32;;;;1.5;;;;;;;;13.479999542236328;-0.33624;-0.071
10/10/2016;;;;;;;;;;;;;13.380000114440918;;
11/10/2016;0.35;;;;1.51;;;;;;;;15.359999656677246;;
12/10/2016;0.36;;;;1.51;;;;;;;;15.90999984741211;;
13/10/2016;0.29;;;;1.5;;;;;;;;16.690000534057617;;
14/10/2016;0.31;;;;1.53;;;;;;;;16.1200008392334;-0.34649;0.0754
17/10/2016;0.34;;;;1.55;;;;;;;;16.209999084472656;;
18/10/2016;0.34;;;;1.54;;;;;;;;15.279999732971191;;
19/10/2016;0.34;;;;1.56;;;;;;;;14.40999984741211;;
20/10/2016;0.34;;;;1.56;;;;;;;;13.75;;
21/10/2016;0.33;;;;1.56;;;;;;;;13.34000015258789;-0.35779;0.0537
24/10/2016;0.33;;;;1.53;;;;;;;;13.020000457763672;;
25/10/2016;0.34;;;;1.57;;;;;;;;13.460000038146973;;
26/10/2016;0.33;;;;1.58;;;;;;;;14.239999771118164;;
27/10/2016;0.29;;;;1.57;;;;;;;;15.359999656677246;;
28/10/2016;0.29;;;;1.6;;;;;;;;16.190000534057617;-0.36993;-0.0032
31/10/2016;0.34;;;;1.59;;;;;;;;17.059999465942383;;
01/11/2016;0.35;0.98;2.14;242.026;1.59;145183.0;98.3443;93.8;1.79;1.1600000000000001;-239.88600000000002;;18.559999465942383;;
02/11/2016;0.36;;;;1.55;;;;;;;;19.31999969482422;;
03/11/2016;0.37;;;;1.52;;;;;;;;22.079999923706055;;
04/11/2016;0.37;;;;1.52;;;;;;;;22.510000228881836;-0.38086;0.3911
07/11/2016;0.41;;;;1.56;;;;;;;;18.709999084472656;;
08/11/2016;0.43;;;;1.57;;;;;;;;18.739999771118164;;
09/11/2016;0.44;;;;1.67;;;;;;;;14.380000114440918;;
10/11/2016;0.47;;;;1.7;;;;;;;;14.739999771118164;;
11/11/2016;;;;;;;;;;;;;14.170000076293945;-0.39383;-0.1687
14/11/2016;0.54;;;;1.65;;;;;;;;14.479999542236328;;
